"cell_type"	"microenviroment"
"Luminal pri"	"pri"
"Myo pri"	"pri"
"Luminal pri"	"pri"
"Myo pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Myo pri"	"pri"
"Myo pri"	"pri"
"Luminal pri"	"pri"
"Myo pri"	"pri"
"Luminal pri"	"pri"
"Myo pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Myo pri"	"pri"
"Myo pri"	"pri"
"Myo pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Myo pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal LN"	"LN"
"Luminal LN"	"LN"
"Luminal LN"	"LN"
"Luminal LN"	"LN"
"Luminal LN"	"LN"
"Luminal LN"	"LN"
"Luminal LN"	"LN"
"Luminal LN"	"LN"
"Luminal LN"	"LN"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Myo pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Myo pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Luminal pri"	"pri"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Plasmacytoid Dendritic LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Basophils pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Neutrophils pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Basophils pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Macrophages pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Neutrophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Basophils pri"	"pri"
"Basophils pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Basophils pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
