"cell_type"	"microenviroment"
"Effector CD8+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive B pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Basophils pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Basophils pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Plasma B pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Plasma B pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Basophils pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Basophils pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Basophils pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Basophils pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Macrophages LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Plasmacytoid Dendritic LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Plasmacytoid Dendritic LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Plasma B pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Basophils pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Basophils pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive B pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Macrophages LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Plasmacytoid Dendritic LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Plasmacytoid Dendritic LN"	"LN"
"Naive B LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive B LN"	"LN"
"Plasmacytoid Dendritic LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Plasmacytoid Dendritic LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Macrophages LN"	"LN"
"Neutrophils LN"	"LN"
"Plasmacytoid Dendritic LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive B LN"	"LN"
"Naive B LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"Effector CD8+ T LN"	"LN"
"Naive CD4+ T LN"	"LN"
"CD8+ NKT-like LN"	"LN"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Neutrophils pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Plasma B pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Basophils pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive B pri"	"pri"
"Macrophages pri"	"pri"
"Basophils pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Basophils pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Basophils pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive B pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Plasma B pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Basophils pri"	"pri"
"Plasma B pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Basophils pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Basophils pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Plasma B pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Plasma B pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive B pri"	"pri"
"Effector CD8+ T pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Neutrophils pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Neutrophils pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Neutrophils pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Effector CD8+ T pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"Neutrophils pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"CD8+ NKT-like pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"Plasmacytoid Dendritic pri"	"pri"
"Naive CD4+ T pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
"Macrophages pri"	"pri"
"Neutrophils pri"	"pri"
