gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Basophils LN	Basophils pri	CAF LN	CAF pri	CD8+ NKT-like LN	CD8+ NKT-like pri	Effector CD8+ T LN	Effector CD8+ T pri	Luminal LN	Luminal pri	Macrophages LN	Macrophages pri	Myeloid Dendritic LN	Myo LN	Myo pri	Naive B LN	Naive B pri	Naive CD4+ T LN	Naive CD4+ T pri	Neutrophils LN	Neutrophils pri	Plasma B LN	Plasma B pri	Plasmacytoid Dendritic LN	Plasmacytoid Dendritic pri
GABRE	P78334	True	GBRE_HUMAN	GABA-A_α3β3ε_complex	CPI-CC0834E1EE0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.08	0.047	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRE	P78334	True	GBRE_HUMAN	GABA-A_α3β3ε_complex	CPI-CC04BB993B9	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.08	0.047	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRE	P78334	True	GBRE_HUMAN	GABA-A_α3β3ε_complex	CPI-CC0243EEFCB	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.08	0.047	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRE	P78334	True	GBRE_HUMAN	GABA-A_α3β3ε_complex	CPI-CC042435C9C	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.08	0.047	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRE	P78334	True	GBRE_HUMAN	GABA-A_α3β3ε_complex	CPI-CC060FBD218	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.08	0.047	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRE	P78334	True	GBRE_HUMAN	GABA-A_α3β3ε_complex	CPI-CC0D95ADE5E	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.08	0.047	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRE	P78334	True	GBRE_HUMAN	GABA-A_α3β3ε_complex	CPI-CC021A75EEC	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.08	0.047	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC063BE1E0A	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC0D7F317FB	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC088D383AB	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC0B6CA8537	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC0A417AF97	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC0B30BF932	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC0EC6D944A	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC0FC8B8F33	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC0AA8F504E	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC09303A878	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC05EE6BFB1	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC0A3EC9A9E	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC06E90EA10	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRQ	Q9UN88	True	GBRT_HUMAN	GABA-A_α3β3θ_complex	CPI-CC0812ABA9D	0.0	0.0	0.0	0.001	0.0	0.045	0.0	0.0	0.063	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC0538B3FF0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC053268BEB	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC0BC3557E6	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC072CFB7AB	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC0C42914AE	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC03FAB2BEC	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC0118BC48C	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC0FC8EDABD	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC0BB7854C1	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC0B937E4A6	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC02D4ED796	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC01F03407E	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC08C811E99	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β2δ_complex	CPI-CC0988B4ED4	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC02E11E649	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC03D4A3AB5	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC0FF85A104	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC0A4D14F1F	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC037D00C2D	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC0427318F8	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC0C7F2D78A	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC036D6461D	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC073FFE73B	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC0C3955731	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC0DD56DB44	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC0FC4FC314	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC03E84DB89	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3γ2S_complex	CPI-CC031709092	0.0	0.0	0.0	0.006	0.0	0.003	0.0	0.0	0.0	0.018	0.0	0.002	0.0	0.0	0.003	0.031	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC075C2A034	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC05ABD096D	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC08DE7A4C9	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC0239D7DCB	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC05AFFB230	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC09B5F8EE8	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC0837D29EF	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC0288E0E07	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC01BA75A57	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC081DAF6DB	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC024289D1D	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC07B7FCAD0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC07AB490D5	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA4	P48169	True	GBRA4_HUMAN	GABA-A_α4β3δ_complex	CPI-CC049DDFB08	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC06A1947C2	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC0C897B119	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC05555806A	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC099917701	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC06892B093	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC0A1BF06AA	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC0D5D66D2A	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC0F7B2C0F5	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC03B837479	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC0698C7301	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC058E241E7	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC0691F9972	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC02B7B46B4	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA5	P31644	True	GBRA5_HUMAN	GABA-A_α5β3γ2S_complex	CPI-CC0C828C48C	0.0	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.006	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	Q16445	True	GBRA6_HUMAN	GABA-A_α6β3γ2S_complex	CPI-CC078B48EF2	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	Q16445	True	GBRA6_HUMAN	GABA-A_α6β3γ2S_complex	CPI-CC0704197F3	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	Q16445	True	GBRA6_HUMAN	GABA-A_α6β3γ2S_complex	CPI-CC0E755FB38	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	Q16445	True	GBRA6_HUMAN	GABA-A_α6β3γ2S_complex	CPI-CC06E2565EA	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	Q16445	True	GBRA6_HUMAN	GABA-A_α6β3γ2S_complex	CPI-CC05ECE641E	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	Q16445	True	GBRA6_HUMAN	GABA-A_α6β3γ2S_complex	CPI-CC0F3D86C12	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	Q16445	True	GBRA6_HUMAN	GABA-A_α6β3γ2S_complex	CPI-CC0AE905F96	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	Q16445	True	GBRA6_HUMAN	GABA-A_α6β3γ2S_complex	CPI-CC0CF92A420	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	Q16445	True	GBRA6_HUMAN	GABA-A_α6β3γ2S_complex	CPI-CC0E77F4A65	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	Q16445	True	GBRA6_HUMAN	GABA-A_α6β3γ2S_complex	CPI-CC057E3B3F1	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GABRA6	Q16445	True	GBRA6_HUMAN	GABA-A_α6β3γ2S_complex	CPI-CC0D98EBADE	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0
