""	Myo	Luminal	Naive B	Naive CD4+ T	Effector CD8+ T	CD8+ NKT-like	Plasmacytoid Dendritic	Macrophages	Basophils	Neutrophils	Plasma B	Myeloid Dendritic	CAF
GNG11	0.0145416622246304	13.1362636959695	55.0424451881577	0	0.0611441993541668	0	6.08029695090303	22.5715365842356	0	0	0	152.880800346462	1561.4169234879
PF4	0	0	0	4.62820782227065	0	13.8364887159703	0	0	0	0	0	0	0
CAVIN2	5.66296410578218	16.3355255064306	0	0.0668371362926445	0	0	515.697681322395	17.8816996876531	14451.9681798478	0	0	583.513769112597	361.017173762977
IL2RB	26.6584388501896	0.0519802805969361	3.34931946575077	3515.34230156147	6269.35736638768	16032.3755052824	29.2064791175488	0.539426824923808	0	0	1.87838400508118	0	114.040738895201
FCGR3A	0.0277218770692335	0	0.0441860863784819	153.272685382941	644.206452959705	6476.71143227668	28434.3619019386	116812.420523876	0	33873.6572721591	0	0	0.0704513314239607
FCGR3B	0.708949533569535	0.152471999919948	141.67456811968	5.14912899991473	1.45872078522656	35.3337898153615	109.562666714496	432.254802055024	0	410657.327186136	0	0	1.39933487654151
KLRB1	5.46391251628322	10.6805190790491	9.33402177772188	9985.5610566654	39372.8850930019	16986.7187301585	0	0	0	0	0	0	25.1703341680801
KLRK1	4.87358735151377	2.22136540058545	8.83434708531821	222.213113047341	662.175714210983	810.489775677787	0	1.17016328695264	0	0	0.0828492786333862	0	2.22038211203811
NCAM1	4.4989761282876	15.7079021738777	0	0.0317968488095496	119.903780121706	127.369970167314	1.55638978737832	0.248543036427755	0	0	1.52800718483589	0	25.4786670251033
CD69	2.01825576188488	1.07489729105118	36609.9141830759	28260.265938053	54301.9048481907	35876.1231210686	1207.67317743452	5010.42731464151	292005.997967935	0	0	0	536.776308452962
KLRD1	1.88413349202808	3.10915316226246	0	9.19653451885146	450.997840478503	1148.92573444808	0.0235255349879123	0.55180451445911	0	0.0457537768270298	0	0	0.436342917277536
COX6A2	0	14.3425723890143	0	0	0	0	0	0	0	0	0	0	0
GZMA	0	0	0	10402.0208406817	83003.6115900397	150527.814559845	0	73.5207996385181	0	0	0	0	356.855614743907
GZMM	17.1021655881525	0.252634555168722	0.217196370981382	5094.77621334665	6562.11423171373	17948.3739597031	0.937682436021194	20.5421615131936	0	0	0	0	6.52798334320479
KIR2DL4	28.6588360298463	3.09331968859929	4.25393528547465	2.8133577767919	21.3877467523922	2559.26406838381	0	3.22788168038642	0	0	0	0	0
NKG7	0	0.0776105894812389	0	2496.69776732073	50785.9330353423	251177.190282682	265.305957208262	150.145491411147	4770.77794282014	0	0	0	2151.2358419255
NCR1	1.49362204310221	3.54168048977049	155.796214059177	120.05158753092	33.3637592477083	842.809614440608	5.72293010886757	1.74646514184616	0	1423.99435705794	0.145160205170227	65.6477590197494	0.0174677219503691
ZMAT4	0.8530606477568	2.13139996421962	0	5.79533036422299	0	0.757410044762115	0	0.0416130781962174	0	0	0	0	1.8787668282675
ALOX15	0.171648710598138	13.3535449334951	0.526165653857762	0	0.296630415112085	0.0736129930655901	193.259678532365	0	585.652140059587	0	0.0413032242340875	955.866891021425	0
CCL23	9.39980806809001	0	0	199.692709713583	0	0	0	23.340617525311	79.0319082443914	0	0	0	0.987408586529422
IL3RA	32.2697430704323	24.3945725081509	1400.37873383701	187.625396171949	182.904470592431	244.501496636071	7160.76684361271	2340.31167029247	448.471818299196	0	0	2210.21289175147	45.86718979778
IL5RA	0.0468563939946349	0.420169636485857	522.387690616344	5.53650451154579	89.851551021839	6.48136103489748	49.4912659405813	0	1303.13922187685	58.5957080461844	9.37917414784007	0	0.711208248668626
FUT4	19.5999714204015	1.64186915944641	0.367126464394135	13.2794511451956	36.4157828587198	10.5814505862251	19.3890192031598	3.7309272923245	0.25387700630931	0	0.509062520249636	25.5928752351171	7.03312958658938
CCR3	0	0	96.3235979666281	0	20.6084629281987	57.0515142886632	186.380363805428	0.160986164528049	0	5406.44087109589	0	0	2.2802405752546
CEBPE	0	0	0	0	0	0	0	5.04471882958418	0	0	0	0	0
FOXI1	0	0.110152703071575	228.138490032357	0	0	0	0.898353839420984	0	0	0	0	248.103949684517	3.5055519028608
GATA1	0	1.20609735270988	0	0.0190888156619531	0	0	0	0	3581.04978537085	0	0	0	6.39258475256841
PRSS33	2.08279790347494	8.77030330120588	0	0	0	0	0	0	0	0	0	0	0
PRSS41	2.1479599376738	0	0	0	0	0	0	0	0	0	0	0	47.1426013162214
SEMG1	0	0	177.826327305772	0	0	6.3122709954393	0	0	0	0	0	0	0
