""	Myo	Luminal	Naive B	Naive CD4+ T	Effector CD8+ T	CD8+ NKT-like	Plasmacytoid Dendritic	Macrophages	Basophils	Neutrophils	Plasma B	Myeloid Dendritic	CAF
PRDX4	9465.98391479545	8038.17580258521	369.009717534912	1538.13013326747	1386.50069674185	1003.18179230664	1183.56894688927	1313.06122391389	917.164193695158	0.716611881373282	3866.80376607213	651.003804213348	10839.6754837171
SEC11C	260.563570019762	951.930943126733	597.150400134398	890.795500980497	457.271124807269	773.815245525568	256.516258611368	257.894482920328	720.217826732921	0	1846.58611597583	477.46581836783	196.319506621036
SSR4	2589.42452628405	2402.75203785534	1072.16304357918	1822.17045404602	2595.37509899601	1839.92915674913	1354.85143749502	939.791395998056	3497.25238516874	0	6089.14922241353	688.480663531655	2305.11299400382
CCR6	0	0	142.714636507202	638.946717774175	706.982582073296	102.620006921072	80.4343540908527	0.0254308166335117	0	0	0	56.9413462077595	0.00286367190312188
CCR7	30.1019524643422	3.71561044026399	57013.8812296872	101670.856620601	18290.5745586875	9446.78096017332	549.94165413175	11.6707234365501	0.1193181375517	0	0.0606728356162611	1052322.8042724	389.142765496895
ITGAM	0.0102328127743444	4.66832213165392	1174.62552533608	64.0150558805934	266.86461898165	661.86827544791	2821.49932231483	2755.84043422455	2419.60404084721	6199.31659678206	0	3.05986631845012	3.37682157264769
IL7R	0.350912049916654	0.0407347701797226	268.616508374702	40000.4149645589	43451.363131461	13074.6901076314	499.84644804688	179.984041809719	644.04304436569	0	0	15301.7467335265	740.768671373366
CD2	0.636230004079354	0.0322856738546847	0.106221000696116	51601.5686245925	92543.2887112428	50467.2867523604	318.594717966805	36.9835244565032	515.644498952794	0	0	6.16703375183538	455.588191569856
TNFRSF8	1.70173957291193	1.33099526684238	85.9779305478858	270.943520467224	0	131.223574586332	171.9436509708	455.210547694602	32.8021808874389	698.946959215798	0	4.69778669054862	10.1457037141531
CD3D	0	0	1.14596198847406	104889.880563803	110691.967845132	65979.1306935368	0	0.274587671471919	0.412605914581603	0	42.7127801306667	2501.74208516643	1662.55842020628
CD3E	0	0	0	6891.92916605116	9169.8900292283	10429.6798119141	1.91451951011725	1.0948318260955	0.244977200756906	0	0	0	31.5114263397653
CD3G	0	0	0.0407197064985354	7251.28920207827	8830.28810043048	8456.56300833623	0.0467658288521983	10.836234485431	0	0	0	0	98.9580237700719
CD247	1.32308198170598	0.0194785230951513	0	2239.28898802796	1761.95202446486	2123.58021224992	0	24.645097119836	0.240479435670935	0	0	0	0.0576633132623518
CD52	0.213895374564959	0.0324563411798025	57569.1479458839	37502.5951465393	73373.4054960746	30811.2787738161	9396.22914166405	23.4695302309286	16571.5428256822	0	544.469892670983	123.685306724326	241.232944974225
CD6	0	1.51225818314431	47.2872989854434	2080.34035301555	1905.51138034517	1724.16058150247	33.1272969850723	79.8357086944554	0	0	0.496832531430865	134.580686611128	17.7609677622074
SELL	9.76798479932532	0.0548145984404286	54289.8814229571	60301.0897132017	7893.8156254732	9117.06956129124	9783.25537767592	776.764410172899	798.627898941015	342562.698440239	190.847153182699	2.01611784433044	562.571788300902
CD8A	0.0378009340352684	3.74233349075496	0.228873373071381	2740.29017787352	19140.5463279015	64712.7330834019	0	107.036258045684	0.1670450865948	0	0	0	405.80415931122
CD8B	0	2.15350651433456	0.0726442735642901	717.547817118122	1828.85720611533	2981.18527838509	0	10.4831021733263	0	0.226675872272446	0	0	11.8633708483661
CTLA4	0	1.17818982467615	0	11755.8217342025	5891.7488822419	1692.37533966154	815.150002604204	186.695904319707	0	0	0	1355.48707940081	16.5747958968065
DAPL1	4.91496930515199	67.2686581262081	0	0	0	7.68398643390388	0	17.2829779293369	487.473768812467	0.482776066394062	0	5.02669116220232	1.15277644671382
FOXP3	0.123968885646969	0.844786164398374	0	1422.50379679376	51.1226139231453	21.8675545374769	0	0	0	0	0	11.4195580034967	1.90711020193216
GNLY	0	0.678800229792277	0	951.178916712201	6708.29429630899	36897.2333102755	9.27054499140691	0.0618814391734207	0	37.2516370846019	0	0	0
GZMB	0	0.0220321860542586	14802.9031777671	401.466753649982	27498.434584142	32138.7396087099	37799.592587591	7.64899636632137	0.236964707101322	0	0	0	94.9659344156784
IL2RA	207.510922306254	0.069603820024825	2494.2962910956	4947.87044154046	2320.41768314045	212.592320008216	3.76942283366788	1691.49994996	739.152061884916	0	0	0	78.4531753118809
LCK	3.94371188608109	161.762950243329	1189.85816452802	26784.0775750765	28279.0082063319	21114.6851727302	0.184536585877579	5.84179832419083	0	0.163763604064877	0	0	509.968308894293
LTB	1.00792336638907	1.19273068549122	881.48078712311	1858.48046003167	1008.56522676412	262.97176735906	28.2714909729124	0.417347715488442	0	26.3321314616917	0	32.3912262576966	0.0435472631733781
SHISA5	1413.37041392464	748.700140831549	754.730818591905	3190.57822047992	4612.55761977791	4444.80943344329	1210.25449332558	623.383681192246	963.415298356213	8568.3059964445	64.0174610815964	216.693530155508	2521.07845281303
THY1	325.717485713196	0.971981802575869	8.07221084288836	45.3393628742524	0	11.9763712059221	5.39998441849131	0	0	0.0471270933046766	0	121.364424117012	11011.638845495
TRAC	355.798185540969	65.8850861255222	3102.74461553463	258583.687549362	263987.163567261	142215.014404665	52.2220126825875	102.899375250418	0	0.502256610663977	197.547069493089	0	2137.75237847919
TRBC2	0.960307670137455	0	17094.6560234692	305599.092005584	253144.602201943	216880.068663817	9.47078630060538	90.8211922767062	190.616758082417	0	750.005584440559	722.623184136647	1237.25358621489
CD4	0.125276441101461	22.0250083090746	30.613230892331	20784.4511793557	23045.1345363645	2582.11357738645	21465.6032864009	20996.5697931409	2371.4434595376	0	0	6069.08958855386	529.984581114184
ISG20	0.169481604552196	197.08769650022	4463.79857184857	2394.75269544269	2131.19835130583	2383.04400223334	134.074647094456	120.692775196363	0	2124.91984069628	263.731565685545	79.6725704905165	76.0356049373182
S100A4	720.530179224979	654.468764212436	1362.07112110411	54440.6490439574	121699.865842489	24594.2125139744	67784.8140063559	16383.737813297	91606.2194051907	47140.1589379625	466.925564072461	2604.49625106906	47653.8654336805
TRDV2	0	0	0	357.055199351535	0.0726045236926396	5461.09546445891	0	0	0	0	0	0	8.6354227708055
TRGC1	0.00537149996255884	2.08972043161693	14.3660878039585	151.251854805974	815.738143324175	2242.54015334282	0	0	0	0	0	0	0
TRGV9	0	0	0	60.9091309571261	603.880362846632	1938.14701847777	0	0	0	0	0	0	0.00555629039410395
MPL	13.3916770956866	17.0891891364043	75.1987796091791	0.0174957422597508	0	5.06753356227428	0	0.799120900953974	66.5280314805322	0	0	0	10.2600286735331
PECAM1	0.0337395068143146	11.3790324353818	1969.52766985235	262.540468573415	384.47843837444	1465.15707415381	5532.80935137092	3398.28249691408	49.3348382238215	17506.8947707639	282.294305629629	1616.08765173435	7.00817698471647
ITGA2B	7.2238955231218	5.50893445054733	1.47168837116566	7.22476879926339	0	9.76697692157176	0.0343047879164593	2.25094543631344	1318.80353379631	0	0	0	15.2937896785399
GP1BA	1.4030690724181	2.64711849744889	18.1624161144656	4.30426025101113	83.0911435067121	108.985146804906	0.0912476972206893	13.8509759661174	0	123.867140622194	0	0	11.3125169115233
ITGB3	0.00771336188615821	0	9.01037163609652	2.73568888019322	0	0	2.00489868099838	30.5385504744287	69.8782412533522	0	0	0	19.3465815429303
CLU	140.715681495864	11184.5692324935	0	224.864665681281	878.680952435126	418.805863280995	30.1303651586944	0	34266.3973022075	0.115341255725842	0	1390.55305459029	5161.73162380059
