gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	CAF LN	CAF pri	CD4_CM LN	CD4_CM pri	CD4_EM LN	CD4_EM pri	CD4_Naive LN	CD4_Naive pri	CD8_CM LN	CD8_CM pri	CD8_EM LN	CD8_EM pri	CD8_Naive LN	CD8_Naive pri	CD8_TEMRA LN	CD8_TEMRA pri	Luminal LN	Luminal pri	MAIT pri	Myo LN	Myo pri	Treg LN	Treg pri	gdT LN	gdT pri
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0E5CBF38E	0.035	0.006	0.017	0.042	0.0	0.035	0.149	0.0	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.144	0.012	0.02	0.0	0.0	0.037	0.369	0.0	0.0	0.055
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC06FC18E3A	0.035	0.006	0.017	0.042	0.0	0.035	0.149	0.0	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.144	0.012	0.02	0.0	0.0	0.037	0.369	0.0	0.0	0.055
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0664821F8	0.035	0.006	0.017	0.042	0.0	0.035	0.149	0.0	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.144	0.012	0.02	0.0	0.0	0.037	0.369	0.0	0.0	0.055
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC05B3DB330	0.035	0.006	0.017	0.042	0.0	0.035	0.149	0.0	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.144	0.012	0.02	0.0	0.0	0.037	0.369	0.0	0.0	0.055
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC002EFE61E	0.035	0.006	0.017	0.042	0.0	0.035	0.149	0.0	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.144	0.012	0.02	0.0	0.0	0.037	0.369	0.0	0.0	0.055
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS075A67A85	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS033CD7688	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0785280EB	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS03DC69BFC	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS025FBADF2	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0132B4C1D	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0A0633E77	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0F62789CF	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0CA04CA30	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0D67AEEF8	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0EF654316	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS002ECD5B1	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS070154D3B	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0F4C33641	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0279E4E92	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0A742EB85	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0E5063BA7	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC02AA64371	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0BADC1C23	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0E7F3E3CE	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0D9EE71E7	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC095C752D3	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC02CD61933	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC0AD6F0571	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLS	O94925	True	GLSK_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CC054692E80	0.625	0.689	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS05A9AB39B	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS00CF3D781	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS09715A1FF	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS0AB7504CD	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS0F73C1DA9	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS009D94220	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS09A7E9FE7	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS0C3432D7F	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS046DB98C7	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS013ADF74E	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS092F9D032	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS065936301	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS0A5114B04	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS0F37D7476	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CS007F02C96	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC00A1F0EC7	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC0476711B8	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC0535DCAC1	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC0ACAF2735	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC04062A92F	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC093B33AB4	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC0456B9A93	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC0F0C48A55	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC09A13B23F	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS_and_SLC17A7	CPI-CC0B3CE8661	0.384	0.105	0.0	0.0	0.0	0.015	0.0	0.0	0.17	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0D1727332	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS07CF0C9B9	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0FBD9A478	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS08AE2D9A9	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0AB98CF4B	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0940331BF	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0D1DC5DFD	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS059F4ED23	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0EC77FC9C	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0AE7F1FB9	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS09CFDCF78	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0BA5C6CCB	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS0EC6271ED	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS004BB0890	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CS00A95D069	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC047030A36	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC032282108	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC00FD66B07	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0145A96BC	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC08CAFBA94	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC032B985F7	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0FE97618B	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0B845D70B	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0F0E50ABC	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A7	Q9P2U7	True	VGLU1_HUMAN	Glutamate_byGLS2_and_SLC17A7	CPI-CC0AA96E404	0.0	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.057	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SLC17A8	Q8NDX2	True	VGLU3_HUMAN	Glutamate_byGLS_and_SLC17A8	CPI-CS060E6DE65	0.0	0.001	0.0	0.121	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.166	0.0	0.0	0.151	0.068	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0
SLC17A8	Q8NDX2	True	VGLU3_HUMAN	Glutamate_byGLS_and_SLC17A8	CPI-CS0A7A0DFA4	0.0	0.001	0.0	0.121	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.166	0.0	0.0	0.151	0.068	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0
SLC17A8	Q8NDX2	True	VGLU3_HUMAN	Glutamate_byGLS_and_SLC17A8	CPI-CS0CC66DA88	0.0	0.001	0.0	0.121	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.166	0.0	0.0	0.151	0.068	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0
SLC17A8	Q8NDX2	True	VGLU3_HUMAN	Glutamate_byGLS_and_SLC17A8	CPI-CS01E787EA3	0.0	0.001	0.0	0.121	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.166	0.0	0.0	0.151	0.068	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0
SLC17A8	Q8NDX2	True	VGLU3_HUMAN	Glutamate_byGLS_and_SLC17A8	CPI-CS0EE79A115	0.0	0.001	0.0	0.121	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.166	0.0	0.0	0.151	0.068	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0
SLC17A8	Q8NDX2	True	VGLU3_HUMAN	Glutamate_byGLS_and_SLC17A8	CPI-CS0F1EA3405	0.0	0.001	0.0	0.121	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.166	0.0	0.0	0.151	0.068	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0
