gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	CAF LN	CAF pri	CD4_CM LN	CD4_CM pri	CD4_EM LN	CD4_EM pri	CD4_Naive LN	CD4_Naive pri	CD8_CM LN	CD8_CM pri	CD8_EM LN	CD8_EM pri	CD8_Naive LN	CD8_Naive pri	CD8_TEMRA LN	CD8_TEMRA pri	Luminal LN	Luminal pri	MAIT pri	Myo LN	Myo pri	Treg LN	Treg pri	gdT LN	gdT pri
WNT8A	Q9H1J5	False	WNT8A_HUMAN		CPI-SS029E5DD2D	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SS07A42979A	0.0	0.018	0.0	0.039	0.0	0.0	0.0	0.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.203	0.0	0.0	0.091	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS00877D499	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.039	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS0ED630027	0.0	0.006	0.0	0.025	0.0	0.0	0.0	0.0	0.382	0.011	0.0	0.0	0.0	0.484	0.0	0.08	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS02CFD3215	0.0	0.004	0.321	0.33	0.0	1.03	0.267	0.456	1.542	0.803	0.0	0.217	0.518	0.0	0.37	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.238	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS062CEFDBE	0.339	0.193	0.025	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.016	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS01A71B64D	0.051	0.022	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS05E7290A6	0.143	1.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.613	0.0	0.0	0.0	0.003	0.0	0.0	0.045	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS0BFEE3968	0.274	0.61	0.0	0.154	0.0	0.0	0.065	0.0	0.0	0.102	0.0	0.0	0.428	0.435	0.0	0.0	0.883	1.151	0.0	2.574	0.774	0.0	0.0	0.0	0.244
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0851A1599	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.0	0.0	0.0	0.4	0.0	0.0	0.535	0.2	0.0	0.482	0.194	0.0	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS02879E156	0.0	0.001	0.0	0.077	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.065	0.0	0.0	1.046	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0514C14A6	0.0	0.06	0.065	0.022	0.0	0.0	0.239	0.0	0.0	0.068	0.0	0.153	0.0	0.0	0.156	0.242	0.041	0.0	0.483	0.24	0.071	0.0	0.189	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0A21B9682	0.0	1.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.174	0.042	0.0	0.0	0.069	0.0	0.0	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS07F50324B	0.0	1.04	0.0	0.0	0.693	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.299	0.0	0.584	0.547	0.0	2.048	1.513	0.0	0.139	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS083239CEC	0.0	0.063	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.193	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.268	0.0	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS001D0E553	0.0	0.011	0.119	0.0	0.0	0.068	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.111	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS050373228	0.0	0.038	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.015	0.361	0.0	0.0	0.0	0.0	0.0	0.049	0.182	0.568	0.0	0.305	0.0	0.0	0.0	0.0
WNT8A	Q9H1J5	False	WNT8A_HUMAN		CPI-SS0B86BAA18	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SS043B6AA95	0.0	0.018	0.0	0.039	0.0	0.0	0.0	0.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.203	0.0	0.0	0.091	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS042439610	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.039	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS02AF6643F	0.0	0.006	0.0	0.025	0.0	0.0	0.0	0.0	0.382	0.011	0.0	0.0	0.0	0.484	0.0	0.08	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS07447802E	0.0	0.004	0.321	0.33	0.0	1.03	0.267	0.456	1.542	0.803	0.0	0.217	0.518	0.0	0.37	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.238	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0102731DE	0.339	0.193	0.025	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.016	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0B09698F7	0.051	0.022	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS001BD48FB	0.143	1.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.613	0.0	0.0	0.0	0.003	0.0	0.0	0.045	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS058493298	0.274	0.61	0.0	0.154	0.0	0.0	0.065	0.0	0.0	0.102	0.0	0.0	0.428	0.435	0.0	0.0	0.883	1.151	0.0	2.574	0.774	0.0	0.0	0.0	0.244
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0D2044B87	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.0	0.0	0.0	0.4	0.0	0.0	0.535	0.2	0.0	0.482	0.194	0.0	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS01F46C4AB	0.0	0.001	0.0	0.077	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.065	0.0	0.0	1.046	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0D5AAA463	0.0	0.06	0.065	0.022	0.0	0.0	0.239	0.0	0.0	0.068	0.0	0.153	0.0	0.0	0.156	0.242	0.041	0.0	0.483	0.24	0.071	0.0	0.189	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0734D2DA8	0.0	1.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.174	0.042	0.0	0.0	0.069	0.0	0.0	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS022D3CA81	0.0	1.04	0.0	0.0	0.693	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.299	0.0	0.584	0.547	0.0	2.048	1.513	0.0	0.139	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0463A8FBA	0.0	0.063	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.193	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.268	0.0	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0BF15C2D4	0.0	0.011	0.119	0.0	0.0	0.068	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.111	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0E161B905	0.0	0.038	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.015	0.361	0.0	0.0	0.0	0.0	0.0	0.049	0.182	0.568	0.0	0.305	0.0	0.0	0.0	0.0
WNT8A	Q9H1J5	False	WNT8A_HUMAN		CPI-SS0ED712AE3	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SS00B67C32B	0.0	0.018	0.0	0.039	0.0	0.0	0.0	0.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.203	0.0	0.0	0.091	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS0F103D7A7	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.039	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS050876F99	0.0	0.006	0.0	0.025	0.0	0.0	0.0	0.0	0.382	0.011	0.0	0.0	0.0	0.484	0.0	0.08	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0BE97E181	0.0	0.004	0.321	0.33	0.0	1.03	0.267	0.456	1.542	0.803	0.0	0.217	0.518	0.0	0.37	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.238	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS09BDB5618	0.339	0.193	0.025	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.016	0.0	0.0	0.0	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SS0D192A275	0.051	0.022	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS017D5AA63	0.143	1.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.613	0.0	0.0	0.0	0.003	0.0	0.0	0.045	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS010F961E8	0.274	0.61	0.0	0.154	0.0	0.0	0.065	0.0	0.0	0.102	0.0	0.0	0.428	0.435	0.0	0.0	0.883	1.151	0.0	2.574	0.774	0.0	0.0	0.0	0.244
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0146C75AD	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.0	0.0	0.0	0.4	0.0	0.0	0.535	0.2	0.0	0.482	0.194	0.0	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0CD97BA9B	0.0	0.001	0.0	0.077	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.065	0.0	0.0	1.046	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS068E97BDA	0.0	0.06	0.065	0.022	0.0	0.0	0.239	0.0	0.0	0.068	0.0	0.153	0.0	0.0	0.156	0.242	0.041	0.0	0.483	0.24	0.071	0.0	0.189	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS03C93A8FE	0.0	1.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.174	0.042	0.0	0.0	0.069	0.0	0.0	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS02682D84C	0.0	1.04	0.0	0.0	0.693	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.299	0.0	0.584	0.547	0.0	2.048	1.513	0.0	0.139	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0598AC561	0.0	0.063	0.0	0.0	0.0	0.0	0.095	0.0	0.0	0.0	0.0	0.193	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.268	0.0	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0F5CC57E2	0.0	0.011	0.119	0.0	0.0	0.068	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.111	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0D10CE481	0.0	0.038	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.015	0.361	0.0	0.0	0.0	0.0	0.0	0.049	0.182	0.568	0.0	0.305	0.0	0.0	0.0	0.0
WNT8A	Q9H1J5	False	WNT8A_HUMAN		CPI-SS0D940391C	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SS015ED6D03	0.0	0.018	0.0	0.039	0.0	0.0	0.0	0.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.203	0.0	0.0	0.091	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS04662DF1A	0.0	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.039	0.0	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS0CCD1017B	0.0	0.006	0.0	0.025	0.0	0.0	0.0	0.0	0.382	0.011	0.0	0.0	0.0	0.484	0.0	0.08	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.0	1.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.174	0.042	0.0	0.0	0.069	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	0.0	1.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.174	0.042	0.0	0.0	0.069	0.0	0.0	0.0	0.0
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS0388C9C86	0.536	0.846	0.0	0.0	0.0	0.0	0.0	0.427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.704	4.673	0.0	1.877	1.676	0.0	0.0	0.0	0.0
XCL1	P47992	False	XCL1_HUMAN		CPI-SS07EF9679E	0.193	0.017	0.0	0.159	0.0	1.388	0.0	0.0	1.52	2.821	2.2	2.801	0.112	2.566	1.345	3.457	1.881	0.562	0.968	0.0	0.363	0.355	0.0	2.597	4.38
XCL2	Q9UBD3	False	XCL2_HUMAN		CPI-SS0E29693E6	0.088	0.014	0.0	0.101	0.796	0.803	0.0	0.0	1.437	1.881	2.174	3.604	0.0	2.252	1.827	3.656	0.612	0.185	0.603	0.0	0.124	0.473	0.0	2.997	4.203
IL1RAP	Q9NPH3	False	IL1AP_HUMAN		CPI-SS0E12A78EF	0.692	0.587	0.262	0.198	0.385	0.502	0.153	0.689	0.0	0.25	0.907	0.558	0.0	0.0	0.0	0.492	0.493	0.271	0.0	0.0	1.18	0.0	0.406	0.0	0.474
APLP2	Q06481	False	APLP2_HUMAN		CPI-SS0CBCF26F8	3.385	4.685	1.213	2.322	0.584	0.877	1.602	2.072	1.806	1.665	2.195	1.055	1.581	1.881	2.028	1.301	7.59	7.274	2.525	8.214	7.708	0.615	1.579	0.912	1.27
VSIR	Q9H7M9	False	VISTA_HUMAN		CPI-SS017E5FA7F	2.575	2.454	4.028	3.391	3.555	2.734	3.888	4.411	3.772	2.283	1.166	3.175	3.081	3.466	2.572	2.386	0.343	0.496	3.305	0.0	0.116	6.113	3.071	4.568	0.199
VSIR	Q9H7M9	False	VISTA_HUMAN		CPI-SS0661FACAF	2.575	2.454	4.028	3.391	3.555	2.734	3.888	4.411	3.772	2.283	1.166	3.175	3.081	3.466	2.572	2.386	0.343	0.496	3.305	0.0	0.116	6.113	3.071	4.568	0.199
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS02F169D2B	0.0	0.06	0.062	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.024	0.119	0.0	0.218	0.276	0.0	0.0	0.0	0.0
PLXNB3	Q9ULL4	False	PLXB3_HUMAN		CPI-SS07D59B8C5	0.0	0.122	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.0	1.764	1.197	0.0	0.355	0.599	0.0	0.0	0.0	0.0
CHL1	O00533	False	NCHL1_HUMAN		CPI-SS0DBA22B92	0.195	0.256	0.0	0.057	0.0	0.043	0.01	0.165	0.29	0.099	0.0	0.217	0.0	0.0	0.0	0.069	0.0	0.139	0.535	0.0	0.943	0.0	0.172	0.0	0.096
CD93	Q9NPY3	False	C1QR1_HUMAN		CPI-SS0B1650B85	0.082	0.153	0.0	0.141	0.0	0.0	0.278	0.0	0.0	0.173	0.0	0.0	0.0	0.0	0.0	0.125	0.11	0.163	0.0	1.624	1.44	0.0	0.149	0.0	0.088
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS00216A960	2.14	2.008	1.621	1.83	1.395	1.444	1.427	1.759	1.485	1.084	0.478	0.638	0.543	0.789	0.712	0.743	3.15	2.096	1.848	5.082	2.892	1.032	0.693	0.0	1.193
CD248	Q9HCU0	False	CD248_HUMAN		CPI-SS095632066	5.353	5.325	0.0	0.0	0.0	0.0	0.083	0.0	0.747	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.033	0.445	0.0	0.0	0.0
MPZL1	O95297	False	MPZL1_HUMAN		CPI-SS09CEEE405	2.271	3.894	0.036	0.213	0.0	0.049	0.0	0.511	0.577	0.133	0.469	0.0	0.035	0.0	0.0	0.113	6.335	4.365	0.0	3.698	4.942	0.0	0.129	0.0	0.0
SDC1	P18827	False	SDC1_HUMAN		CPI-SS0D60A535B	0.42	2.918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.745	3.657	0.0	3.536	4.108	0.0	0.0	0.0	0.0
SDC2	P34741	False	SDC2_HUMAN		CPI-SS0D681D90E	3.461	4.889	0.0	0.13	0.0	0.068	0.0	0.0	0.0	0.0	0.252	0.0	0.0	0.0	0.365	0.029	2.713	2.74	0.0	4.403	4.47	0.0	0.165	0.0	0.0
TAX1BP3	O14907	False	TX1B3_HUMAN		CPI-SS06CF1662B	2.827	3.913	0.134	0.271	0.0	0.416	0.231	0.0	0.0	0.0	1.365	0.495	0.102	0.595	0.329	0.15	4.101	3.17	0.763	3.379	3.146	0.362	0.306	0.0	0.484
RTN4R	Q9BZR6	False	RTN4R_HUMAN		CPI-SS0F4EF9618	0.0	0.029	0.257	0.228	0.0	0.391	0.0	0.0	0.0	0.0	0.0	0.417	0.0	0.0	0.0	0.078	0.177	0.124	2.474	0.0	0.119	0.0	0.0	0.572	0.0
TAX1BP3	O14907	False	TX1B3_HUMAN		CPI-SS01080B145	2.827	3.913	0.134	0.271	0.0	0.416	0.231	0.0	0.0	0.0	1.365	0.495	0.102	0.595	0.329	0.15	4.101	3.17	0.763	3.379	3.146	0.362	0.306	0.0	0.484
C1QL1	O75973	False	C1QRF_HUMAN		CPI-SS0F62347D4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
C1QL2	Q7Z5L3	False	C1QL2_HUMAN		CPI-SS0EB51E2A2	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QL3	Q5VWW1	False	C1QL3_HUMAN		CPI-SS0348885FD	0.126	0.083	0.0	0.185	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.345	0.168	0.0	0.0	0.117	0.0	0.0	0.0	0.0
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS008E98D3E	1.039	1.257	0.08	0.127	0.016	0.0	0.0	0.0	0.033	0.0	0.0	0.096	0.0	0.0	0.137	0.004	0.398	0.497	0.0	0.287	0.962	0.0	0.109	0.0	0.0
NRXN1	Q9ULB1	False	NRX1A_HUMAN		CPI-SS019D9440E	0.0	0.032	0.017	0.135	0.0	0.051	0.189	0.0	0.0	0.013	0.0	0.13	0.0	0.717	0.0	0.005	0.0	0.168	0.0	0.0	0.371	0.0	0.0	0.0	0.0
NRXN2	P58401	False	NRX2B_HUMAN		CPI-SS0B0B67CA2	0.261	0.357	0.0	0.0	0.0	0.129	0.031	0.0	0.0	0.025	0.0	0.026	0.0	0.0	0.0	0.066	0.043	0.0	0.0	0.184	0.043	0.0	0.0	0.0	0.361
NRXN3	Q9HDB5	False	NRX3B_HUMAN		CPI-SS05E4F3F47	0.69	0.597	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.098	0.0	0.109	0.0	0.0	0.0	0.129	0.364	0.287	0.0	0.04	0.4	0.0	0.0	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS085E3E37F	0.154	0.673	0.543	0.31	0.208	0.096	0.35	0.298	1.041	0.449	0.823	0.994	0.709	0.0	0.581	0.468	0.025	0.049	0.347	0.108	0.304	0.099	0.045	1.525	0.0
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS09159B142	0.263	0.807	0.028	0.044	0.0	0.006	0.046	0.0	0.0	0.087	0.0	0.0	0.301	0.537	0.0	0.158	0.113	0.323	0.0	0.641	2.333	0.0	0.0	0.0	0.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS04FD52559	0.704	0.984	0.0	0.047	0.06	0.0	0.069	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.262	0.064	0.199	0.122	0.0	0.0	0.085	0.045	0.083	0.0	0.0
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS0EC12EAD9	0.961	1.591	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.089	0.327	0.099	0.084	0.0	0.017	0.004	0.095	0.034	0.0	0.0	0.206	0.191	0.107	0.0	0.0
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS0474E1C15	1.039	1.257	0.08	0.127	0.016	0.0	0.0	0.0	0.033	0.0	0.0	0.096	0.0	0.0	0.137	0.004	0.398	0.497	0.0	0.287	0.962	0.0	0.109	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS038A612D7	0.154	0.673	0.543	0.31	0.208	0.096	0.35	0.298	1.041	0.449	0.823	0.994	0.709	0.0	0.581	0.468	0.025	0.049	0.347	0.108	0.304	0.099	0.045	1.525	0.0
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS0BCB3D402	0.263	0.807	0.028	0.044	0.0	0.006	0.046	0.0	0.0	0.087	0.0	0.0	0.301	0.537	0.0	0.158	0.113	0.323	0.0	0.641	2.333	0.0	0.0	0.0	0.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS0EA023E51	0.704	0.984	0.0	0.047	0.06	0.0	0.069	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.262	0.064	0.199	0.122	0.0	0.0	0.085	0.045	0.083	0.0	0.0
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS01F00A48A	0.961	1.591	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.089	0.327	0.099	0.084	0.0	0.017	0.004	0.095	0.034	0.0	0.0	0.206	0.191	0.107	0.0	0.0
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS052641D5A	0.0	0.112	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.068	0.057	0.0	0.0	0.206	0.0	0.0	0.0	0.0
UNC5A	Q6ZN44	False	UNC5A_HUMAN		CPI-SS0F6BE4D47	0.0	0.005	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRXN1	Q9ULB1	False	NRX1A_HUMAN		CPI-SS089FD09E6	0.0	0.032	0.017	0.135	0.0	0.051	0.189	0.0	0.0	0.013	0.0	0.13	0.0	0.717	0.0	0.005	0.0	0.168	0.0	0.0	0.371	0.0	0.0	0.0	0.0
NRXN2	P58401	False	NRX2B_HUMAN		CPI-SS00A7733FA	0.261	0.357	0.0	0.0	0.0	0.129	0.031	0.0	0.0	0.025	0.0	0.026	0.0	0.0	0.0	0.066	0.043	0.0	0.0	0.184	0.043	0.0	0.0	0.0	0.361
NRXN3	Q9HDB5	False	NRX3B_HUMAN		CPI-SS01A3AC839	0.69	0.597	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.098	0.0	0.109	0.0	0.0	0.0	0.129	0.364	0.287	0.0	0.04	0.4	0.0	0.0	0.0	0.0
NRXN1	Q9ULB1	False	NRX1A_HUMAN		CPI-SS030383002	0.0	0.032	0.017	0.135	0.0	0.051	0.189	0.0	0.0	0.013	0.0	0.13	0.0	0.717	0.0	0.005	0.0	0.168	0.0	0.0	0.371	0.0	0.0	0.0	0.0
NRXN2	P58401	False	NRX2B_HUMAN		CPI-SS08D228541	0.261	0.357	0.0	0.0	0.0	0.129	0.031	0.0	0.0	0.025	0.0	0.026	0.0	0.0	0.0	0.066	0.043	0.0	0.0	0.184	0.043	0.0	0.0	0.0	0.361
