lr_pair,cell_types,means,common_in_patients,direction
AGRN-NCAM1,pan.dCAF pri-CD8_Naive pri,1.189,3,CAF->immune
AGRN-NCAM1,pan.pCAF pri-CD8_Naive pri,1.29366666666667,3,CAF->immune
ALCAM-CD6,pan.dCAF pri-CD8_EM pri,2.325,3,CAF->immune
APP-CD74,pan.iCAF.2 pri-Treg pri,6.61733333333333,3,CAF->immune
APP-CD74,pan.iCAF.2 pri-CD8_CM pri,5.492,3,CAF->immune
APP-CD74,pan.iCAF.2 pri-CD8_EM pri,7.306,3,CAF->immune
APP-CD74,pan.dCAF pri-Treg pri,7.245,3,CAF->immune
APP-CD74,pan.dCAF pri-CD8_CM pri,5.7375,3,CAF->immune
APP-CD74,pan.dCAF pri-gdT pri,6.8625,3,CAF->immune
APP-CD74,pan.dCAF pri-CD8_Naive pri,7.47433333333333,3,CAF->immune
APP-CD74,pan.dCAF pri-CD4_EM pri,6.45725,3,CAF->immune
APP-CD74,pan.dCAF pri-CD4_CM pri,6.07825,3,CAF->immune
APP-CD74,pan.dCAF pri-CD4_Naive pri,7.44875,3,CAF->immune
APP-CD74,pan.dCAF pri-CD8_TEMRA pri,6.68725,3,CAF->immune
APP-CD74,pan.dCAF pri-CD8_EM pri,7.93366666666667,3,CAF->immune
APP-CD74,pan.iCAF pri-Treg pri,7.314,3,CAF->immune
APP-CD74,pan.iCAF pri-CD8_CM pri,5.4475,3,CAF->immune
APP-CD74,pan.iCAF pri-gdT pri,6.5725,3,CAF->immune
APP-CD74,pan.iCAF pri-CD8_Naive pri,7.543,3,CAF->immune
APP-CD74,pan.iCAF pri-CD4_EM pri,6.167,3,CAF->immune
APP-CD74,pan.iCAF pri-CD4_CM pri,5.78775,3,CAF->immune
APP-CD74,pan.iCAF pri-CD4_Naive pri,7.1585,3,CAF->immune
APP-CD74,pan.iCAF pri-CD8_TEMRA pri,6.397,3,CAF->immune
APP-CD74,pan.iCAF pri-CD8_EM pri,8.002,3,CAF->immune
APP-CD74,pan.pCAF pri-Treg pri,7.409,3,CAF->immune
APP-CD74,pan.pCAF pri-CD8_CM pri,6.71766666666667,3,CAF->immune
APP-CD74,pan.pCAF pri-CD8_Naive pri,7.63766666666667,3,CAF->immune
APP-CD74,pan.pCAF pri-CD4_EM pri,6.218,3,CAF->immune
APP-CD74,pan.pCAF pri-CD4_CM pri,6.24566666666667,3,CAF->immune
APP-CD74,pan.pCAF pri-CD4_Naive pri,8.20333333333333,3,CAF->immune
APP-CD74,pan.pCAF pri-CD8_TEMRA pri,7.063,3,CAF->immune
APP-CD74,pan.pCAF pri-CD8_EM pri,8.09733333333333,3,CAF->immune
APP-SORL1,pan.dCAF pri-CD8_CM pri,4.65275,3,CAF->immune
APP-SORL1,pan.dCAF pri-gdT pri,4.72725,3,CAF->immune
APP-SORL1,pan.dCAF pri-CD4_EM pri,2.87775,3,CAF->immune
APP-SORL1,pan.dCAF pri-CD4_CM pri,4.29075,3,CAF->immune
APP-SORL1,pan.iCAF pri-CD8_CM pri,4.3625,3,CAF->immune
APP-SORL1,pan.iCAF pri-gdT pri,4.43675,3,CAF->immune
APP-SORL1,pan.iCAF pri-CD4_EM pri,2.92925,3,CAF->immune
APP-SORL1,pan.iCAF pri-CD4_CM pri,4.0005,3,CAF->immune
APP-SORL1,pan.iCAF pri-CD8_TEMRA pri,3.4545,3,CAF->immune
APP-SORL1,pan.pCAF pri-CD8_CM pri,4.23133333333333,3,CAF->immune
APP-SORL1,pan.pCAF pri-CD4_EM pri,4.00033333333333,3,CAF->immune
APP-SORL1,pan.pCAF pri-CD4_CM pri,4.202,3,CAF->immune
AREG-EGFR,CD8_CM pri-pan.iCAF pri,3.98825,4,immune->CAF
AREG-EGFR,CD4_EM pri-pan.iCAF pri,2.32225,3,immune->CAF
AREG-EGFR,CD4_CM pri-pan.iCAF pri,2.75775,3,immune->CAF
CCL2-CCR2,pan.pCAF pri-CD4_EM pri,3.256,3,CAF->immune
CD160-TNFRSF14,gdT pri-pan.iCAF.2 pri,4.29125,4,immune->CAF
CD160-TNFRSF14,gdT pri-pan.dCAF pri,3.4435,4,immune->CAF
CD160-TNFRSF14,gdT pri-pan.iCAF pri,3.653,4,immune->CAF
CD160-TNFRSF14,gdT pri-pan.pCAF pri,2.84433333333333,3,immune->CAF
CD200-CD200R1,pan.iCAF.2 pri-CD4_CM pri,1.367,3,CAF->immune
CD200-CD200R1,pan.dCAF pri-CD4_CM pri,1.64975,3,CAF->immune
CD200-CD200R1,pan.iCAF pri-CD4_CM pri,1.24525,3,CAF->immune
CD200-CD200R1,pan.pCAF pri-CD4_CM pri,2.49166666666667,3,CAF->immune
CD226-NECTIN2,CD4_EM pri-pan.dCAF pri,0.94975,3,immune->CAF
CD226-NECTIN2,CD4_CM pri-pan.dCAF pri,1.03975,3,immune->CAF
CD248-IL6R,pan.dCAF pri-CD4_CM pri,3.515,4,CAF->immune
CD248-IL6R,pan.iCAF pri-CD4_CM pri,3.571,4,CAF->immune
CD248-IL6R,pan.pCAF pri-CD4_CM pri,4.19166666666667,3,CAF->immune
CD320-JAML,pan.dCAF pri-CD8_CM pri,3.2285,4,CAF->immune
CD320-JAML,pan.dCAF pri-CD4_EM pri,2.44125,3,CAF->immune
CD320-JAML,pan.iCAF pri-CD8_CM pri,3.108,4,CAF->immune
CD320-JAML,pan.iCAF pri-CD4_EM pri,2.45225,3,CAF->immune
CD34-SELL,pan.dCAF pri-Treg pri,3.31333333333333,3,CAF->immune
CD34-SELL,pan.dCAF pri-CD4_CM pri,3.1455,4,CAF->immune
CD34-SELL,pan.iCAF pri-Treg pri,4.61466666666667,3,CAF->immune
CD34-SELL,pan.iCAF pri-CD4_CM pri,4.38725,4,CAF->immune
CD40LG-CD40,CD4_EM pri-pan.dCAF pri,1.99275,3,immune->CAF
CD40LG-CD40,CD4_EM pri-pan.iCAF pri,2.19625,3,immune->CAF
CD40LG-CD40,CD4_CM pri-pan.dCAF pri,3.04125,4,immune->CAF
CD40LG-CD40,CD4_CM pri-pan.iCAF pri,3.498,4,immune->CAF
CD40LG-integrin-a5b1-complex,CD4_EM pri-pan.dCAF pri,2.68775,3,immune->CAF
CD40LG-integrin-a5b1-complex,CD4_CM pri-pan.dCAF pri,2.62775,3,immune->CAF
CD55-ADGRE5,pan.dCAF pri-CD8_CM pri,5.39275,4,CAF->immune
CD58-CD2,pan.iCAF.2 pri-CD8_CM pri,4.49225,3,CAF->immune
CD58-CD2,pan.iCAF.2 pri-CD4_EM pri,4.28725,3,CAF->immune
CD58-CD2,pan.iCAF.2 pri-CD4_CM pri,3.955,3,CAF->immune
CD58-CD2,pan.dCAF pri-CD8_CM pri,6.63425,4,CAF->immune
CD58-CD2,pan.dCAF pri-CD4_EM pri,6.62525,4,CAF->immune
CD58-CD2,pan.dCAF pri-CD8_EM pri,5.97566666666667,3,CAF->immune
CD58-CD2,pan.pCAF pri-Treg pri,5.80766666666667,3,CAF->immune
CD58-CD2,pan.pCAF pri-CD8_CM pri,6.99033333333333,3,CAF->immune
CD58-CD2,pan.pCAF pri-CD4_EM pri,6.71733333333333,3,CAF->immune
CD58-CD2,pan.pCAF pri-CD4_CM pri,6.27433333333333,3,CAF->immune
CD58-CD2,pan.pCAF pri-CD8_TEMRA pri,5.548,3,CAF->immune
CD58-CD2,pan.pCAF pri-CD8_EM pri,6.33233333333333,3,CAF->immune
Cholesterol-byLIPA-RORA,pan.dCAF pri-CD4_CM pri,2.95675,3,CAF->immune
Cholesterol-byLIPA-RORA,pan.iCAF pri-CD4_EM pri,2.40475,3,CAF->immune
CLEC2B-KLRF1,pan.iCAF pri-gdT pri,4.216,4,CAF->immune
CLEC2B-KLRF1,pan.pCAF pri-gdT pri,3.598,3,CAF->immune
COL10A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,2.96675,4,CAF->immune
COL10A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,2.058,3,CAF->immune
COL10A1-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,4.05966666666667,3,CAF->immune
COL10A1-integrin-a1b1-complex,pan.pCAF pri-CD8_TEMRA pri,3.88833333333333,3,CAF->immune
COL11A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,1.4655,3,CAF->immune
COL11A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,1.33675,3,CAF->immune
COL11A1-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,2.47366666666667,3,CAF->immune
COL11A1-integrin-a1b1-complex,pan.pCAF pri-CD8_TEMRA pri,2.30233333333333,3,CAF->immune
COL12A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,3.36675,4,CAF->immune
COL12A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,2.6255,3,CAF->immune
COL12A1-integrin-a1b1-complex,pan.iCAF pri-CD8_CM pri,3.2285,4,CAF->immune
COL12A1-integrin-a1b1-complex,pan.iCAF pri-CD8_TEMRA pri,2.091,3,CAF->immune
COL12A1-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,4.86866666666667,3,CAF->immune
COL12A1-integrin-a1b1-complex,pan.pCAF pri-CD8_TEMRA pri,4.69666666666667,3,CAF->immune
COL14A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,2.67275,4,CAF->immune
COL14A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,2.063,3,CAF->immune
COL14A1-integrin-a1b1-complex,pan.iCAF pri-CD8_CM pri,3.4055,4,CAF->immune
COL14A1-integrin-a1b1-complex,pan.iCAF pri-CD8_TEMRA pri,2.26725,3,CAF->immune
COL15A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,3.17925,4,CAF->immune
COL15A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,2.32175,3,CAF->immune
COL15A1-integrin-a1b1-complex,pan.iCAF pri-CD8_CM pri,3.60675,4,CAF->immune
COL15A1-integrin-a1b1-complex,pan.iCAF pri-CD8_TEMRA pri,2.513,3,CAF->immune
COL15A1-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,3.41233333333333,3,CAF->immune
COL15A1-integrin-a1b1-complex,pan.pCAF pri-CD8_TEMRA pri,3.24033333333333,3,CAF->immune
COL16A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,3.37125,4,CAF->immune
COL16A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,2.4955,3,CAF->immune
COL16A1-integrin-a1b1-complex,pan.iCAF pri-CD8_CM pri,2.93675,4,CAF->immune
COL16A1-integrin-a1b1-complex,pan.iCAF pri-CD8_TEMRA pri,1.80725,3,CAF->immune
COL16A1-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,4.04966666666667,3,CAF->immune
COL16A1-integrin-a1b1-complex,pan.pCAF pri-CD8_TEMRA pri,3.87766666666667,3,CAF->immune
COL18A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,2.6415,4,CAF->immune
COL18A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,1.869,3,CAF->immune
COL18A1-integrin-a1b1-complex,pan.myCAF pri-CD8_CM pri,3.43,3,CAF->immune
COL18A1-integrin-a1b1-complex,pan.myCAF pri-CD8_TEMRA pri,2.64975,3,CAF->immune
COL18A1-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,2.882,3,CAF->immune
COL1A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,6.064,4,CAF->immune
COL1A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,4.64075,3,CAF->immune
COL1A1-integrin-a1b1-complex,pan.iCAF pri-CD8_CM pri,5.4145,4,CAF->immune
COL1A1-integrin-a1b1-complex,pan.iCAF pri-CD8_TEMRA pri,3.7385,3,CAF->immune
COL1A1-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,6.89,3,CAF->immune
COL1A1-integrin-a1b1-complex,pan.pCAF pri-CD8_TEMRA pri,6.71866666666667,3,CAF->immune
COL1A2-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,6.78075,4,CAF->immune
COL1A2-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,5.043,3,CAF->immune
COL1A2-integrin-a1b1-complex,pan.iCAF pri-CD8_CM pri,6.3675,4,CAF->immune
COL1A2-integrin-a1b1-complex,pan.iCAF pri-CD8_TEMRA pri,4.55225,3,CAF->immune
COL1A2-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,6.989,3,CAF->immune
COL1A2-integrin-a1b1-complex,pan.pCAF pri-CD8_TEMRA pri,6.817,3,CAF->immune
COL3A1-ADGRG1,pan.dCAF pri-CD8_TEMRA pri,7.251,4,CAF->immune
COL3A1-ADGRG1,pan.dCAF pri-CD8_EM pri,7.07233333333333,3,CAF->immune
COL3A1-ADGRG1,pan.iCAF pri-CD8_TEMRA pri,6.77975,4,CAF->immune
COL3A1-ADGRG1,pan.iCAF pri-CD8_EM pri,6.119,3,CAF->immune
COL3A1-ADGRG1,pan.pCAF pri-CD8_TEMRA pri,7.29533333333333,3,CAF->immune
COL3A1-ADGRG1,pan.pCAF pri-CD8_EM pri,7.191,3,CAF->immune
COL3A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,6.9195,4,CAF->immune
COL3A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,5.29775,3,CAF->immune
COL3A1-integrin-a1b1-complex,pan.iCAF pri-CD8_CM pri,6.44825,4,CAF->immune
COL3A1-integrin-a1b1-complex,pan.iCAF pri-CD8_TEMRA pri,4.583,3,CAF->immune
COL3A1-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,7.354,3,CAF->immune
COL3A1-integrin-a1b1-complex,pan.pCAF pri-CD8_TEMRA pri,7.18233333333333,3,CAF->immune
COL4A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,3.23425,3,CAF->immune
COL4A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,2.293,3,CAF->immune
COL4A1-integrin-a1b1-complex,pan.iCAF pri-CD8_CM pri,2.38475,3,CAF->immune
COL4A1-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,3.876,3,CAF->immune
COL4A1-integrin-a1b1-complex,pan.pCAF pri-CD8_TEMRA pri,3.704,3,CAF->immune
COL4A2-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,2.76875,3,CAF->immune
COL4A2-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,2.10025,3,CAF->immune
COL4A2-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,3.63333333333333,3,CAF->immune
COL4A2-integrin-a1b1-complex,pan.pCAF pri-CD8_TEMRA pri,3.46166666666667,3,CAF->immune
COL5A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,4.06775,4,CAF->immune
COL5A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,3.02775,3,CAF->immune
COL5A1-integrin-a1b1-complex,pan.iCAF pri-CD8_CM pri,3.39575,4,CAF->immune
COL5A1-integrin-a1b1-complex,pan.iCAF pri-CD8_TEMRA pri,2.342,3,CAF->immune
COL5A1-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,5.023,3,CAF->immune
COL5A1-integrin-a1b1-complex,pan.pCAF pri-CD8_TEMRA pri,4.85133333333333,3,CAF->immune
COL5A2-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,4.496,4,CAF->immune
COL5A2-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,3.41475,3,CAF->immune
COL5A2-integrin-a1b1-complex,pan.iCAF pri-CD8_CM pri,3.63425,4,CAF->immune
COL5A2-integrin-a1b1-complex,pan.iCAF pri-CD8_TEMRA pri,2.8315,3,CAF->immune
COL5A3-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,1.69225,4,CAF->immune
COL5A3-integrin-a1b1-complex,pan.pCAF pri-CD8_CM pri,1.69333333333333,3,CAF->immune
COL6A1-integrin-a1b1-complex,pan.dCAF pri-CD8_CM pri,5.4985,4,CAF->immune
COL6A1-integrin-a1b1-complex,pan.dCAF pri-CD8_TEMRA pri,4.2905,3,CAF->immune
COL6A1-integrin-a1b1-complex,pan.iCAF pri-CD8_CM pri,5.363,4,CAF->immune
COL6A1-integrin-a1b1-complex,pan.iCAF pri-CD8_TEMRA pri,3.9025,3,CAF->immune
COL6A1-integrin-a1b1-complex,pan.myCAF pri-CD8_CM pri,4.831,4,CAF->immune
COL6A1-integrin-a1b1-complex,pan.myCAF pri-CD8_TEMRA pri,3.4635,3,CAF->immune
